城市,年度,gap,gap_to_gdp
西安,2018,467.16999999999985,0.05594944106847298
西安,2019,544.46,0.05841218753352645
西安,2020,623.4399999999999,0.062219560878243506
西安,2021,618.6199999999999,0.05787834899534816
西安,2022,735.7299999999999,0.06405165711778424
西安,2023,778.5500000000001,0.0648197485638165
西安,2024,559.4899999999999,0.0420107555463448
贵阳,2006,26.650000000000006,0.044204485138004256
贵阳,2007,30.510000000000005,0.0439802802283342
贵阳,2008,53.290000000000006,0.06570495037297332
贵阳,2009,64.48,0.06633744855967079
贵阳,2010,68.07999999999998,0.06068817971117845
贵阳,2011,90.28999999999999,0.06528230675236972
贵阳,2012,108.13999999999999,0.0636005410809857
贵阳,2013,116.39000000000004,0.05581129940251846
贵阳,2014,117.02999999999997,0.04686317458664861
贵阳,2015,129.41999999999996,0.04476403934752832
贵阳,2016,158.94,0.05033410393640941
贵阳,2017,204.63,0.057838415358002916
贵阳,2018,212.88000000000005,0.05604391264858036
贵阳,2019,301.56000000000006,0.07464356435643565
贵阳,2020,280.03,0.06494202226345083
贵阳,2021,229.68999999999994,0.04875579225774405
贵阳,2022,325.29,0.06610013472405953
贵阳,2023,332.41,0.06448302618816683
贵阳,2024,258.96,0.044822853146998395
郑州,2006,11.629999999999995,0.005776069292965411
郑州,2007,21.159999999999997,0.008509098220569014
郑州,2008,29.110000000000014,0.009690445041428238
郑州,2009,51.129999999999995,0.015456469165659008
郑州,2010,40.0,0.00989878492415056
郑州,2011,64.26000000000005,0.012904003132624485
郑州,2012,94.05000000000007,0.01694655663267146
郑州,2013,92.54999999999995,0.014922846224544085
郑州,2014,84.63,0.012487844898693963
郑州,2015,163.12,0.022309998468170777
郑州,2016,310.35,0.038248847358321514
郑州,2017,458.28,0.05019386212788328
郑州,2018,611.28,0.06026429216469558
郑州,2019,688.1400000000001,0.05937359792924936
郑州,2020,460.97,0.038401366211262916
郑州,2021,400.80999999999995,0.03158217385206232
郑州,2022,325.6200000000001,0.025174143969322837
郑州,2023,353.77,0.025978117197826407
郑州,2024,370.6700000000001,0.025507033753622167
重庆,2006,276.53,0.07002532286654849
重庆,2007,325.69,0.06732609819121448
重庆,2008,438.43999999999994,0.07333244129256705
重庆,2009,636.92,0.09444106700671698
重庆,2010,756.9699999999999,0.09246564465888962
重庆,2011,1081.9099999999999,0.10489621004256308
重庆,2012,1342.8700000000001,0.11382376375256406
