地区,年份,指标,值
天津,2020,商品房销售面积,1306.96
石家庄,2020,商品房销售面积,656.26
太原,2020,商品房销售面积,781.36
呼和浩特,2020,商品房销售面积,413.76
沈阳,2020,商品房销售面积,1381.32
大连,2020,商品房销售面积,714.84
长春,2020,商品房销售面积,1054.41
哈尔滨,2020,商品房销售面积,768.5
上海,2020,商品房销售面积,1789.16
南京,2020,商品房销售面积,1324.67
杭州,2020,商品房销售面积,1699.34
宁波,2020,商品房销售面积,1858.2
合肥,2020,商品房销售面积,1486.11
福州,2020,商品房销售面积,1888.1
厦门,2020,商品房销售面积,621.82
南昌,2020,商品房销售面积,1770.83
济南,2020,商品房销售面积,1335.75
青岛,2020,商品房销售面积,1653.59
郑州,2020,商品房销售面积,3426.06
武汉,2020,商品房销售面积,2646.37
长沙,2020,商品房销售面积,2377.43
广州,2020,商品房销售面积,1539.4
深圳,2020,商品房销售面积,908.8
南宁,2020,商品房销售面积,1837.59
海口,2020,商品房销售面积,463.74
重庆,2020,商品房销售面积,6143.47
成都,2020,商品房销售面积,3680.3
贵阳,2020,商品房销售面积,1235.75
昆明,2020,商品房销售面积,1878.8
西安,2020,商品房销售面积,2081.48
兰州,2020,商品房销售面积,846.48
西宁,2020,商品房销售面积,298.97
银川,2020,商品房销售面积,751.75
乌鲁木齐,2020,商品房销售面积,716.09
北京,2019,商品房销售面积,938.86
天津,2019,商品房销售面积,1478.68
石家庄,2019,商品房销售面积,782.28
太原,2019,商品房销售面积,741.1
呼和浩特,2019,商品房销售面积,326.0
沈阳,2019,商品房销售面积,1453.53
大连,2019,商品房销售面积,658.87
长春,2019,商品房销售面积,1342.37
哈尔滨,2019,商品房销售面积,964.78
上海,2019,商品房销售面积,1696.34
南京,2019,商品房销售面积,1320.65
杭州,2019,商品房销售面积,1513.62
宁波,2019,商品房销售面积,1714.64
合肥,2019,商品房销售面积,1321.87
福州,2019,商品房销售面积,1708.19
厦门,2019,商品房销售面积,540.77
南昌,2019,商品房销售面积,1906.13
济南,2019,商品房销售面积,1151.0
青岛,2019,商品房销售面积,1651.83
郑州,2019,商品房销售面积,3593.27
武汉,2019,商品房销售面积,3332.34
长沙,2019,商品房销售面积,2335.15
广州,2019,商品房销售面积,1464.64
深圳,2019,商品房销售面积,806.56
南宁,2019,商品房销售面积,1805.23
海口,2019,商品房销售面积,440.56
重庆,2019,商品房销售面积,6104.68
成都,2019,商品房销售面积,3543.28
贵阳,2019,商品房销售面积,1099.27
昆明,2019,商品房销售面积,1916.23
西安,2019,商品房销售面积,2375.41
兰州,2019,商品房销售面积,718.44
西宁,2019,商品房销售面积,321.24
银川,2019,商品房销售面积,679.38
乌鲁木齐,2019,商品房销售面积,657.42
北京,2018,商品房销售面积,696.19
天津,2018,商品房销售面积,1249.87
石家庄,2018,商品房销售面积,844.69
太原,2018,商品房销售面积,839.42
呼和浩特,2018,商品房销售面积,396.05
沈阳,2018,商品房销售面积,1354.82
大连,2018,商品房销售面积,775.95
长春,2018,商品房销售面积,1288.44
哈尔滨,2018,商品房销售面积,1050.58
上海,2018,商品房销售面积,1767.01
南京,2018,商品房销售面积,1220.73
杭州,2018,商品房销售面积,1675.98
宁波,2018,商品房销售面积,1624.38
合肥,2018,商品房销售面积,1389.58
福州,2018,商品房销售面积,1711.05
厦门,2018,商品房销售面积,529.42
南昌,2018,商品房销售面积,1846.31
济南,2018,商品房销售面积,1236.3
青岛,2018,商品房销售面积,1808.02
郑州,2018,商品房销售面积,3712.11
武汉,2018,商品房销售面积,3646.94
长沙,2018,商品房销售面积,2386.74
广州,2018,商品房销售面积,1550.28
深圳,2018,商品房销售面积,722.01
南宁,2018,商品房销售面积,1745.19
海口,2018,商品房销售面积,393.32
重庆,2018,商品房销售面积,6536.25
成都,2018,商品房销售面积,3682.52
贵阳,2018,商品房销售面积,1114.56
昆明,2018,商品房销售面积,1909.72
西安,2018,商品房销售面积,2621.72
兰州,2018,商品房销售面积,642.42
西宁,2018,商品房销售面积,332.22
银川,2018,商品房销售面积,612.83
乌鲁木齐,2018,商品房销售面积,605.3
北京,2017,商品房销售面积,869.95
天津,2017,商品房销售面积,1482.12
石家庄,2017,商品房销售面积,1027.34
太原,2017,商品房销售面积,786.41
呼和浩特,2017,商品房销售面积,316.51
沈阳,2017,商品房销售面积,1300.24
大连,2017,商品房销售面积,839.84
长春,2017,商品房销售面积,1147.19
哈尔滨,2017,商品房销售面积,1269.54
上海,2017,商品房销售面积,1691.6
南京,2017,商品房销售面积,1429.61
杭州,2017,商品房销售面积,2054.11
宁波,2017,商品房销售面积,1543.64
合肥,2017,商品房销售面积,1283.4
福州,2017,商品房销售面积,1685.46
厦门,2017,商品房销售面积,527.88
南昌,2017,商品房销售面积,1610.43
济南,2017,商品房销售面积,1216.27
青岛,2017,商品房销售面积,1900.74
郑州,2017,商品房销售面积,3097.81
武汉,2017,商品房销售面积,3532.61
长沙,2017,商品房销售面积,2260.79
广州,2017,商品房销售面积,1757.75
深圳,2017,商品房销售面积,671.03
南宁,2017,商品房销售面积,1544.13
海口,2017,商品房销售面积,549.59
重庆,2017,商品房销售面积,6711.0
成都,2017,商品房销售面积,3925.91
贵阳,2017,商品房销售面积,1068.67
昆明,2017,商品房销售面积,1827.25
西安,2017,商品房销售面积,2459.35
兰州,2017,商品房销售面积,697.93
西宁,2017,商品房销售面积,388.22
银川,2017,商品房销售面积,595.22
乌鲁木齐,2017,商品房销售面积,606.94
北京,2016,商品房销售面积,1658.93
天津,2016,商品房销售面积,2711.08
石家庄,2016,商品房销售面积,798.42
太原,2016,商品房销售面积,609.84
呼和浩特,2016,商品房销售面积,425.49
沈阳,2016,商品房销售面积,1184.32
大连,2016,商品房销售面积,707.49
长春,2016,商品房销售面积,1017.75
哈尔滨,2016,商品房销售面积,1057.96
上海,2016,商品房销售面积,2705.69
南京,2016,商品房销售面积,1558.18
杭州,2016,商品房销售面积,2327.86
宁波,2016,商品房销售面积,1336.95
合肥,2016,商品房销售面积,2098.34
福州,2016,商品房销售面积,1221.33
厦门,2016,商品房销售面积,528.86
南昌,2016,商品房销售面积,1244.65
济南,2016,商品房销售面积,1425.29
青岛,2016,商品房销售面积,1939.22
郑州,2016,商品房销售面积,2859.18
武汉,2016,商品房销售面积,3255.66
长沙,2016,商品房销售面积,2613.26
广州,2016,商品房销售面积,1949.1
深圳,2016,商品房销售面积,736.19
南宁,2016,商品房销售面积,1327.53
海口,2016,商品房销售面积,432.71
重庆,2016,商品房销售面积,6257.15
成都,2016,商品房销售面积,3928.77
贵阳,2016,商品房销售面积,981.87
昆明,2016,商品房销售面积,1520.87
西安,2016,商品房销售面积,2036.18
兰州,2016,商品房销售面积,828.79
西宁,2016,商品房销售面积,352.6
银川,2016,商品房销售面积,564.86
乌鲁木齐,2016,商品房销售面积,582.0
北京,2015,商品房销售面积,1554.25
天津,2015,商品房销售面积,1771.07
石家庄,2015,商品房销售面积,757.82
太原,2015,商品房销售面积,448.28
呼和浩特,2015,商品房销售面积,381.81
沈阳,2015,商品房销售面积,1065.06
大连,2015,商品房销售面积,637.33
长春,2015,商品房销售面积,799.12
哈尔滨,2015,商品房销售面积,895.98
上海,2015,商品房销售面积,2431.36
南京,2015,商品房销售面积,1543.16
杭州,2015,商品房销售面积,1482.17
宁波,2015,商品房销售面积,1007.21
合肥,2015,商品房销售面积,1589.21
福州,2015,商品房销售面积,914.7
厦门,2015,商品房销售面积,570.83
南昌,2015,商品房销售面积,901.02
济南,2015,商品房销售面积,1192.12
青岛,2015,商品房销售面积,1418.58
郑州,2015,商品房销售面积,1898.67
武汉,2015,商品房销售面积,2627.19
长沙,2015,商品房销售面积,1907.91
广州,2015,商品房销售面积,1653.07
深圳,2015,商品房销售面积,831.46
南宁,2015,商品房销售面积,1000.73
海口,2015,商品房销售面积,373.4
重庆,2015,商品房销售面积,5381.37
成都,2015,商品房销售面积,2997.43
贵阳,2015,商品房销售面积,959.55
昆明,2015,商品房销售面积,1305.03
西安,2015,商品房销售面积,1762.7
兰州,2015,商品房销售面积,628.12
西宁,2015,商品房销售面积,311.86
银川,2015,商品房销售面积,529.81
乌鲁木齐,2015,商品房销售面积,524.96
北京,2014,商品房销售面积,1454.19
天津,2014,商品房销售面积,1612.98
石家庄,2014,商品房销售面积,888.26
太原,2014,商品房销售面积,419.21
呼和浩特,2014,商品房销售面积,363.91
沈阳,2014,商品房销售面积,1498.4
大连,2014,商品房销售面积,746.4
长春,2014,商品房销售面积,758.84
哈尔滨,2014,商品房销售面积,1041.05
上海,2014,商品房销售面积,2084.66
南京,2014,商品房销售面积,1207.58
杭州,2014,商品房销售面积,1122.91
宁波,2014,商品房销售面积,726.44
合肥,2014,商品房销售面积,1594.79
福州,2014,商品房销售面积,965.6
厦门,2014,商品房销售面积,790.21
南昌,2014,商品房销售面积,824.66
济南,2014,商品房销售面积,865.35
青岛,2014,商品房销售面积,1163.53
郑州,2014,商品房销售面积,1591.91
武汉,2014,商品房销售面积,2273.16
长沙,2014,商品房销售面积,1518.47
广州,2014,商品房销售面积,1540.02
深圳,2014,商品房销售面积,532.57
南宁,2014,商品房销售面积,802.57
海口,2014,商品房销售面积,337.66
重庆,2014,商品房销售面积,5100.39
成都,2014,商品房销售面积,2951.3
贵阳,2014,商品房销售面积,935.55
昆明,2014,商品房销售面积,1289.37
西安,2014,商品房销售面积,1696.39
兰州,2014,商品房销售面积,480.36
西宁,2014,商品房销售面积,305.71
银川,2014,商品房销售面积,724.59
乌鲁木齐,2014,商品房销售面积,461.79
北京,2013,商品房销售面积,1903.11
天津,2013,商品房销售面积,1847.11
石家庄,2013,商品房销售面积,951.21
太原,2013,商品房销售面积,423.31
呼和浩特,2013,商品房销售面积,420.45
沈阳,2013,商品房销售面积,2262.33
大连,2013,商品房销售面积,1222.13
长春,2013,商品房销售面积,847.06
哈尔滨,2013,商品房销售面积,1370.48
上海,2013,商品房销售面积,2382.2
南京,2013,商品房销售面积,1222.01
杭州,2013,商品房销售面积,1139.13
宁波,2013,商品房销售面积,730.09
合肥,2013,商品房销售面积,1628.09
福州,2013,商品房销售面积,1256.49
厦门,2013,商品房销售面积,786.71
南昌,2013,商品房销售面积,841.49
济南,2013,商品房销售面积,822.63
青岛,2013,商品房销售面积,1160.16
郑州,2013,商品房销售面积,1621.89
武汉,2013,商品房销售面积,1995.36
长沙,2013,商品房销售面积,1861.56
广州,2013,商品房销售面积,1699.98
深圳,2013,商品房销售面积,588.58
南宁,2013,商品房销售面积,702.6
海口,2013,商品房销售面积,338.19
重庆,2013,商品房销售面积,4817.56
成都,2013,商品房销售面积,2950.13
贵阳,2013,商品房销售面积,1282.01
昆明,2013,商品房销售面积,1211.2
西安,2013,商品房销售面积,1632.85
兰州,2013,商品房销售面积,253.46
西宁,2013,商品房销售面积,277.8
银川,2013,商品房销售面积,612.11
乌鲁木齐,2013,商品房销售面积,535.67
北京,2012,商品房销售面积,1943.74
天津,2012,商品房销售面积,1661.69
石家庄,2012,商品房销售面积,768.73
太原,2012,商品房销售面积,324.81
呼和浩特,2012,商品房销售面积,478.18
沈阳,2012,商品房销售面积,2469.65
大连,2012,商品房销售面积,1076.36
长春,2012,商品房销售面积,908.0
哈尔滨,2012,商品房销售面积,1195.28
上海,2012,商品房销售面积,1898.46
南京,2012,商品房销售面积,950.87
杭州,2012,商品房销售面积,1089.62
宁波,2012,商品房销售面积,590.22
合肥,2012,商品房销售面积,1242.48
福州,2012,商品房销售面积,841.5
厦门,2012,商品房销售面积,615.34
南昌,2012,商品房销售面积,689.86
济南,2012,商品房销售面积,659.56
青岛,2012,商品房销售面积,950.92
郑州,2012,商品房销售面积,1441.87
武汉,2012,商品房销售面积,1576.11
长沙,2012,商品房销售面积,1526.93
广州,2012,商品房销售面积,1333.13
深圳,2012,商品房销售面积,525.83
南宁,2012,商品房销售面积,629.01
海口,2012,商品房销售面积,266.95
重庆,2012,商品房销售面积,4522.4
成都,2012,商品房销售面积,2844.09
贵阳,2012,商品房销售面积,1023.84
昆明,2012,商品房销售面积,1051.35
西安,2012,商品房销售面积,1532.9
兰州,2012,商品房销售面积,190.35
西宁,2012,商品房销售面积,177.04
银川,2012,商品房销售面积,450.26
乌鲁木齐,2012,商品房销售面积,371.61
北京,2011,商品房销售面积,1439.2
天津,2011,商品房销售面积,1594.57
石家庄,2011,商品房销售面积,922.24
太原,2011,商品房销售面积,216.18
呼和浩特,2011,商品房销售面积,449.71
沈阳,2011,商品房销售面积,2165.17
大连,2011,商品房销售面积,909.91
长春,2011,商品房销售面积,879.14
哈尔滨,2011,商品房销售面积,998.59
上海,2011,商品房销售面积,1790.86
南京,2011,商品房销售面积,767.71
杭州,2011,商品房销售面积,738.04
宁波,2011,商品房销售面积,526.53
合肥,2011,商品房销售面积,1245.98
福州,2011,商品房销售面积,621.04
厦门,2011,商品房销售面积,445.39
南昌,2011,商品房销售面积,499.13
济南,2011,商品房销售面积,596.17
青岛,2011,商品房销售面积,1029.91
郑州,2011,商品房销售面积,1563.22
武汉,2011,商品房销售面积,1329.34
长沙,2011,商品房销售面积,1508.18
广州,2011,商品房销售面积,1194.08
深圳,2011,商品房销售面积,496.89
南宁,2011,商品房销售面积,711.73
海口,2011,商品房销售面积,221.8
重庆,2011,商品房销售面积,4533.5
成都,2011,商品房销售面积,2676.04
贵阳,2011,商品房销售面积,807.53
昆明,2011,商品房销售面积,1121.3
西安,2011,商品房销售面积,1768.52
兰州,2011,商品房销售面积,131.09
西宁,2011,商品房销售面积,265.61
银川,2011,商品房销售面积,489.03
乌鲁木齐,2011,商品房销售面积,465.84
北京,2010,商品房销售面积,1639.53
天津,2010,商品房销售面积,1514.52
石家庄,2010,商品房销售面积,469.31
太原,2010,商品房销售面积,258.82
呼和浩特,2010,商品房销售面积,471.88
沈阳,2010,商品房销售面积,1746.52
大连,2010,商品房销售面积,1215.33
长春,2010,商品房销售面积,863.08
哈尔滨,2010,商品房销售面积,881.75
上海,2010,商品房销售面积,2060.96
南京,2010,商品房销售面积,823.17
杭州,2010,商品房销售面积,988.34
宁波,2010,商品房销售面积,693.56
合肥,2010,商品房销售面积,1004.7
福州,2010,商品房销售面积,597.8
厦门,2010,商品房销售面积,426.77
南昌,2010,商品房销售面积,520.84
济南,2010,商品房销售面积,531.49
青岛,2010,商品房销售面积,1360.69
郑州,2010,商品房销售面积,1558.72
武汉,2010,商品房销售面积,1211.71
长沙,2010,商品房销售面积,1680.21
广州,2010,商品房销售面积,1405.13
深圳,2010,商品房销售面积,465.59
南宁,2010,商品房销售面积,669.4
海口,2010,商品房销售面积,209.76
重庆,2010,商品房销售面积,4314.39
成都,2010,商品房销售面积,2559.28
贵阳,2010,商品房销售面积,801.56
昆明,2010,商品房销售面积,1241.01
西安,2010,商品房销售面积,1587.81
兰州,2010,商品房销售面积,228.21
西宁,2010,商品房销售面积,217.1
银川,2010,商品房销售面积,590.04
乌鲁木齐,2010,商品房销售面积,444.61
北京,2009,商品房销售面积,2362.25
天津,2009,商品房销售面积,1590.02
石家庄,2009,商品房销售面积,349.76
太原,2009,商品房销售面积,183.8
呼和浩特,2009,商品房销售面积,379.58
沈阳,2009,商品房销售面积,1532.93
大连,2009,商品房销售面积,1152.68
长春,2009,商品房销售面积,715.72
哈尔滨,2009,商品房销售面积,705.28
上海,2009,商品房销售面积,3372.45
南京,2009,商品房销售面积,1186.94
杭州,2009,商品房销售面积,1456.38
宁波,2009,商品房销售面积,815.18
合肥,2009,商品房销售面积,1297.95
福州,2009,商品房销售面积,690.13
厦门,2009,商品房销售面积,529.29
南昌,2009,商品房销售面积,494.69
济南,2009,商品房销售面积,441.06
青岛,2009,商品房销售面积,1261.86
郑州,2009,商品房销售面积,1197.1
武汉,2009,商品房销售面积,1086.99
长沙,2009,商品房销售面积,1406.58
广州,2009,商品房销售面积,1375.42
深圳,2009,商品房销售面积,762.15
南宁,2009,商品房销售面积,731.74
海口,2009,商品房销售面积,191.78
重庆,2009,商品房销售面积,4002.89
成都,2009,商品房销售面积,2708.76
贵阳,2009,商品房销售面积,818.22
昆明,2009,商品房销售面积,853.27
西安,2009,商品房销售面积,1256.02
兰州,2009,商品房销售面积,244.03
西宁,2009,商品房销售面积,154.68
银川,2009,商品房销售面积,511.43
乌鲁木齐,2009,商品房销售面积,537.27
北京,2008,商品房销售面积,1335.37
天津,2008,商品房销售面积,1252.04
石家庄,2008,商品房销售面积,338.86
太原,2008,商品房销售面积,182.94
呼和浩特,2008,商品房销售面积,331.89
沈阳,2008,商品房销售面积,1465.05
大连,2008,商品房销售面积,822.71
长春,2008,商品房销售面积,570.64
哈尔滨,2008,商品房销售面积,587.08
上海,2008,商品房销售面积,2339.29
南京,2008,商品房销售面积,703.55
杭州,2008,商品房销售面积,775.02
宁波,2008,商品房销售面积,448.38
合肥,2008,商品房销售面积,933.13
福州,2008,商品房销售面积,370.66
厦门,2008,商品房销售面积,389.47
南昌,2008,商品房销售面积,335.48
济南,2008,商品房销售面积,371.16
青岛,2008,商品房销售面积,770.3
郑州,2008,商品房销售面积,736.85
武汉,2008,商品房销售面积,732.07
长沙,2008,商品房销售面积,858.74
广州,2008,商品房销售面积,1024.96
深圳,2008,商品房销售面积,466.71
南宁,2008,商品房销售面积,497.23
海口,2008,商品房销售面积,176.29
重庆,2008,商品房销售面积,2872.19
成都,2008,商品房销售面积,1459.5
贵阳,2008,商品房销售面积,411.93
昆明,2008,商品房销售面积,585.92
西安,2008,商品房销售面积,767.23
兰州,2008,商品房销售面积,140.17
西宁,2008,商品房销售面积,108.31
银川,2008,商品房销售面积,307.73
乌鲁木齐,2008,商品房销售面积,296.1
北京,2007,商品房销售面积,2176.57
天津,2007,商品房销售面积,1548.59
石家庄,2007,商品房销售面积,393.58
太原,2007,商品房销售面积,167.23
呼和浩特,2007,商品房销售面积,225.89
沈阳,2007,商品房销售面积,1462.04
大连,2007,商品房销售面积,828.24
长春,2007,商品房销售面积,513.77
哈尔滨,2007,商品房销售面积,748.95
上海,2007,商品房销售面积,3694.96
南京,2007,商品房销售面积,1137.88
杭州,2007,商品房销售面积,1150.28
宁波,2007,商品房销售面积,804.43
合肥,2007,商品房销售面积,1042.69
福州,2007,商品房销售面积,645.63
厦门,2007,商品房销售面积,497.7
南昌,2007,商品房销售面积,478.99
济南,2007,商品房销售面积,320.24
青岛,2007,商品房销售面积,833.29
郑州,2007,商品房销售面积,1097.9
武汉,2007,商品房销售面积,1135.41
长沙,2007,商品房销售面积,978.56
广州,2007,商品房销售面积,1351.33
深圳,2007,商品房销售面积,555.11
南宁,2007,商品房销售面积,628.84
海口,2007,商品房销售面积,170.46
重庆,2007,商品房销售面积,3552.92
成都,2007,商品房销售面积,2225.5
贵阳,2007,商品房销售面积,439.28
昆明,2007,商品房销售面积,928.82
西安,2007,商品房销售面积,833.92
兰州,2007,商品房销售面积,268.98
西宁,2007,商品房销售面积,139.55
银川,2007,商品房销售面积,335.97
乌鲁木齐,2007,商品房销售面积,498.69
北京,2006,商品房销售面积,2607.62
天津,2006,商品房销售面积,1458.6
石家庄,2006,商品房销售面积,303.53
太原,2006,商品房销售面积,137.23
呼和浩特,2006,商品房销售面积,215.32
沈阳,2006,商品房销售面积,1243.79
大连,2006,商品房销售面积,628.78
长春,2006,商品房销售面积,408.25
哈尔滨,2006,商品房销售面积,674.41
上海,2006,商品房销售面积,3025.4
南京,2006,商品房销售面积,1010.5
杭州,2006,商品房销售面积,761.76
宁波,2006,商品房销售面积,609.31
合肥,2006,商品房销售面积,650.31
福州,2006,商品房销售面积,664.58
厦门,2006,商品房销售面积,433.27
南昌,2006,商品房销售面积,383.51
济南,2006,商品房销售面积,284.66
青岛,2006,商品房销售面积,718.41
郑州,2006,商品房销售面积,800.82
武汉,2006,商品房销售面积,960.88
长沙,2006,商品房销售面积,741.69
广州,2006,商品房销售面积,1316.88
深圳,2006,商品房销售面积,749.08
南宁,2006,商品房销售面积,456.0
海口,2006,商品房销售面积,141.64
重庆,2006,商品房销售面积,2228.46
成都,2006,商品房销售面积,1590.56
贵阳,2006,商品房销售面积,387.72
昆明,2006,商品房销售面积,913.3
西安,2006,商品房销售面积,621.5
兰州,2006,商品房销售面积,208.63
西宁,2006,商品房销售面积,106.44
银川,2006,商品房销售面积,239.99
乌鲁木齐,2006,商品房销售面积,413.45
